,revolving,age,nbr_30_59_days_past_due_not_worse,debt_ratio,monthly_income,nbr_open_credits_and_loans,nbr_90_days_late,nbr_real_estate_loans_or_lines,nbr_60_89_days_past_due_not_worse,dependents,target
1289,0.078912031,50,1,0.596621408,6333.0,7,0,1,0,0.0,0
87707,0.005583101,52,0,0.824717528,10000.0,11,0,5,0,2.0,0
66558,0.21277282,26,0,0.322963999,2860.0,8,0,0,0,0.0,0
51933,0.038969202,57,0,0.233784747,5611.0,4,0,1,0,0.0,0
144086,0.51736949,51,0,0.320445672,10500.0,9,0,1,0,0.0,0
83289,0.398429688,61,0,0.671516424,6666.0,8,0,1,0,0.0,0
85735,0.000653821,52,0,0.117788221,10000.0,4,0,1,0,3.0,0
102699,0.027802439,58,1,476.0,,6,0,0,0,0.0,0
47679,0.016885232,44,0,0.374544853,6041.0,8,0,2,0,0.0,0
149149,0.040199996,60,0,0.353171857,4334.0,10,0,0,0,0.0,0
120970,0.265746651,38,0,0.090965905,14400.0,4,0,1,0,0.0,0
142168,0.007468982,59,0,0.129109671,16667.0,14,0,1,0,1.0,0
68623,0.9999999,72,0,0.0,,1,0,0,0,0.0,0
22013,0.095747008,48,0,0.117674204,6500.0,6,0,0,0,4.0,0
1382,0.113955442,33,0,0.282588669,8683.0,7,0,2,0,1.0,0
136237,0.116094195,72,1,0.198431232,16700.0,6,0,2,0,0.0,0
8617,0.102169471,36,0,1298.0,,3,0,1,0,,0
47287,0.113491066,34,0,0.128987101,10000.0,7,0,1,0,2.0,0
65937,0.101459903,51,0,0.144213947,4000.0,2,0,1,0,0.0,0
3982,0.066182196,64,0,0.052591072,3897.0,10,0,0,0,0.0,0
30613,0.012715073,52,0,0.145931718,12916.0,12,0,2,1,0.0,1
135176,0.022275109,74,0,0.028571429,1154.0,6,0,0,0,0.0,0
143901,0.032094161,36,0,0.077268123,6910.0,10,0,0,0,0.0,0
135449,0.144072021,38,0,0.551834699,5613.0,5,0,1,0,0.0,0
129499,0.27921854,43,0,0.455823793,8035.0,20,0,2,0,2.0,1
87164,0.381407747,55,0,0.514979196,14419.0,24,0,3,0,0.0,0
129034,0.409438153,71,0,3275.0,,22,0,0,0,0.0,0
75726,0.305714625,57,0,0.651835643,4112.0,14,0,2,0,0.0,0
94981,0.114267082,31,0,3.682634731,333.0,7,0,1,0,0.0,0
140382,0.005859913,73,0,1512.0,,13,0,1,0,0.0,0
84177,0.0,63,0,3365.0,,9,0,2,0,0.0,0
88973,0.448955104,31,0,0.13202344,2900.0,4,0,0,0,2.0,0
98749,0.046076725,61,0,0.594175728,8000.0,9,0,2,0,2.0,0
31294,0.0,50,0,0.087478385,9830.0,6,1,0,1,0.0,1
65689,0.020934809,36,0,1990.0,,6,0,1,0,,0
32561,0.02293741,54,0,0.096475508,20087.0,20,0,1,0,1.0,0
136986,0.0,69,0,0.0,0.0,3,0,0,0,0.0,0
130922,0.05668986,50,1,0.609432732,4600.0,17,0,1,0,0.0,0
38273,0.080990553,47,0,0.662674651,500.0,9,0,0,0,2.0,0
137471,0.4688064,39,0,0.699357296,4200.0,6,0,2,0,3.0,0
118816,0.997667444,50,0,0.266369994,6291.0,9,5,0,2,2.0,1
44226,0.9999999,43,0,0.505496829,9459.0,7,0,2,0,2.0,0
88278,0.0,68,0,0.341587302,4724.0,7,0,1,0,0.0,0
17825,0.048772665,60,0,0.007999158,9500.0,6,0,0,0,0.0,0
30274,0.006187113,77,0,0.361659585,4000.0,4,0,1,0,0.0,0
30531,0.070112688,28,0,54.0,,1,0,0,0,,0
33624,0.694112878,53,0,0.264533638,7000.0,13,0,2,0,0.0,0
114205,0.066859481,59,0,0.012335987,8916.0,8,0,0,0,1.0,0
131974,0.9999999,65,0,0.0,,0,0,0,0,0.0,0
93496,0.882117882,55,1,0.747540197,4166.0,14,0,2,0,0.0,0
149465,0.129385138,53,0,0.005597375,5180.0,16,0,0,0,2.0,0
115804,0.263338676,32,0,0.067954697,1500.0,3,0,0,0,0.0,0
66260,0.18491887,55,0,0.364288671,7246.0,13,0,1,0,0.0,0
24041,0.982134127,68,2,0.888422819,3575.0,13,0,2,1,0.0,1
100925,0.9999999,28,0,0.276297335,1425.0,2,0,0,0,0.0,0
52807,0.832613121,52,2,0.610448243,3100.0,19,0,0,1,0.0,0
104237,0.024475587,78,0,0.282139184,5833.0,10,0,1,0,0.0,0
30329,0.309085835,59,0,0.482069057,7500.0,8,0,2,0,0.0,0
123238,0.059547107,54,0,0.279114418,16666.0,7,0,1,0,0.0,0
139788,1.107784431,43,0,0.093270008,9895.0,6,0,0,0,3.0,0
35171,0.36940676,72,2,0.342131574,5000.0,10,0,2,0,0.0,0
134540,0.764471058,24,0,0.392143349,1450.0,3,0,0,0,0.0,0
148180,0.0,56,0,1310.0,,6,0,1,0,5.0,0
123039,0.456901724,37,0,0.261334253,5800.0,10,0,0,0,3.0,0
119792,0.265008545,44,0,0.161936561,9583.0,9,0,0,0,3.0,0
85513,0.0,46,0,0.664802576,5900.0,17,0,1,0,0.0,0
65290,0.0,88,0,38.0,,1,0,0,0,0.0,0
76085,0.862303442,60,0,0.419684822,10850.0,11,0,2,0,0.0,0
17122,0.042318878,45,0,0.171170178,9066.0,20,0,1,0,3.0,0
31475,0.025716912,58,0,1.520826391,3000.0,10,0,2,0,0.0,0
70475,0.28009477,27,0,0.162104261,4200.0,11,0,0,1,0.0,1
36284,0.323876095,49,0,0.122748858,11160.0,11,0,0,0,2.0,0
3263,0.823466387,56,0,0.300223799,21000.0,11,0,1,0,1.0,0
97185,0.002967678,60,0,0.319872051,2500.0,8,0,1,0,0.0,0
2435,0.9999999,40,0,0.024168236,3185.0,1,3,0,0,2.0,1
143140,0.261339878,40,0,0.29473091,3548.0,7,0,0,0,0.0,0
138072,0.834757835,54,2,1277.0,,4,1,0,0,0.0,1
24121,0.008267948,63,1,0.288798632,14033.0,11,0,1,0,0.0,0
27657,0.0,51,0,1325.0,,3,0,1,0,0.0,0
141041,0.089797007,53,0,0.339047305,12133.0,7,0,2,0,2.0,0
41992,0.0902459,56,0,0.103778302,14000.0,11,0,1,0,3.0,0
79500,0.047792829,52,0,1570.0,,9,0,2,0,0.0,0
125805,0.093475551,40,0,0.163578765,10416.0,7,0,1,0,0.0,0
94047,0.011915519,59,0,0.392424875,9583.0,12,0,3,0,0.0,0
65416,0.199057586,48,0,0.17750218,10320.0,9,0,1,0,2.0,0
38459,1.002194988,59,0,0.710144928,5450.0,7,0,2,0,0.0,0
81836,0.680257749,29,0,0.23938031,2000.0,9,1,0,0,0.0,0
44606,0.005193437,48,2,0.461733713,13000.0,14,9,1,2,2.0,1
33552,0.87175741,56,0,0.822730399,5815.0,12,0,2,0,0.0,0
28983,0.027375467,38,0,0.164135041,21000.0,7,0,1,0,0.0,0
61436,0.011827274,57,0,0.144700461,1084.0,5,0,0,0,0.0,0
21334,0.446098227,56,0,0.568937456,4300.0,11,0,2,0,0.0,0
85798,0.25001875,51,0,0.271490071,7200.0,15,0,1,0,1.0,0
139095,0.033807914,90,0,0.18734388,1200.0,9,0,0,0,0.0,0
117001,0.9999999,27,98,15.0,,0,98,0,98,,1
101057,0.266688435,60,0,0.118286059,3313.0,4,0,0,0,1.0,0
76544,0.14207863,49,0,0.244918361,3000.0,16,0,1,0,2.0,0
3543,0.123991143,42,0,0.322534197,12500.0,6,0,2,0,1.0,0
71512,0.502813651,85,0,0.036585366,10167.0,3,0,0,0,0.0,0
6090,0.112962638,32,0,0.360691145,4166.0,7,0,2,0,2.0,0
85687,0.154082708,67,0,0.406998542,4800.0,10,0,2,0,1.0,0
35326,0.0,28,0,0.08881853,6000.0,1,0,0,0,2.0,0
1402,0.654211301,37,0,0.26991654,10543.0,10,0,3,0,0.0,0
123036,0.086216035,52,0,0.338523355,1990.0,8,0,1,0,0.0,0
64752,0.027946408,39,0,1.664667666,2000.0,12,0,2,0,0.0,0
60392,0.9999999,55,1,0.129395541,4350.0,1,0,0,0,0.0,0
68759,0.248832,46,0,0.333815029,4843.0,5,0,1,0,2.0,0
80527,0.561966103,53,3,0.584143378,3291.0,21,1,2,0,3.0,0
137868,0.596138669,51,0,0.580457125,6518.0,10,0,2,0,3.0,0
34118,0.022013993,48,0,478.0,,4,0,0,0,0.0,0
87842,0.224071935,50,0,0.31299639,2769.0,9,0,1,0,0.0,0
45934,0.004539424,56,0,0.261373863,10000.0,9,0,2,0,0.0,0
73117,0.022840042,64,0,2088.0,,10,0,1,0,0.0,0
44581,0.9999999,44,0,905.0,,6,0,1,0,0.0,0
119398,0.104959376,55,1,2.196257198,2083.0,12,0,2,0,0.0,0
96163,0.188447931,43,0,0.394424185,8500.0,15,0,2,0,0.0,0
16409,0.188698098,61,4,3616.0,,21,0,1,2,0.0,0
91113,0.258163512,38,0,0.265228259,7600.0,5,0,1,0,5.0,0
20155,0.795543089,33,0,0.624024961,4486.0,9,0,1,0,0.0,0
109894,0.234323343,53,0,3.667332667,1000.0,14,0,2,0,0.0,0
65907,0.025541553,61,0,0.019152332,5638.0,5,0,0,0,2.0,0
33,0.186868556,57,0,0.313812313,7000.0,9,0,2,0,0.0,0
23639,0.243547278,67,0,0.334542351,4686.0,8,0,2,0,0.0,0
22525,0.142329536,51,0,0.182568867,15500.0,10,0,1,0,2.0,0
27159,0.007830594,51,0,0.764724712,3123.0,8,0,1,0,2.0,0
91455,1.191510365,28,7,0.363847494,5166.0,15,1,1,2,3.0,1
12840,0.84584021,26,1,0.354411397,4000.0,14,1,0,5,0.0,1
144461,0.013463934,36,0,0.570085983,5000.0,8,0,1,0,0.0,0
22355,0.33142939,63,0,0.454787825,4500.0,13,0,1,0,0.0,0
101196,0.932269247,44,0,1469.0,,6,0,0,0,2.0,0
99537,0.022024945,67,0,0.1225,6399.0,14,0,1,0,0.0,0
39742,0.666633337,31,0,0.50312989,3833.0,5,0,1,0,0.0,0
105907,0.126937141,53,0,0.168305282,6000.0,10,0,0,0,2.0,0
11531,0.148121914,45,0,0.282024578,4800.0,7,0,1,0,0.0,0
142000,0.9999999,37,0,0.015992892,2250.0,0,0,0,0,0.0,0
80953,0.9999999,29,0,156.0,,0,0,0,0,,1
131648,0.544445235,38,0,0.671004907,4686.0,9,0,2,0,5.0,0
86748,0.04486884,50,1,5429.0,,13,0,2,0,0.0,0
82212,0.490189252,48,2,0.244864827,14166.0,10,0,1,0,3.0,1
112266,0.019332045,33,0,0.482705611,1300.0,4,0,0,0,0.0,0
137890,0.9999999,52,1,0.104192247,5700.0,4,0,0,0,3.0,0
33526,0.01776985,85,0,0.007748063,4000.0,7,0,0,0,0.0,0
94225,0.9999999,37,0,0.0,,0,1,0,0,0.0,0
117155,0.078745359,74,0,0.383061049,2325.0,10,0,1,0,0.0,0
94215,0.467906419,60,1,0.47171743,3906.0,3,1,2,0,1.0,0
5071,0.269328468,45,0,1177.0,,9,0,1,0,2.0,0
9941,0.055615575,35,0,0.097317114,6000.0,9,0,0,0,1.0,0
11451,0.015206443,33,3,0.282555283,17500.0,9,1,2,0,0.0,0
134682,0.050868091,65,0,0.186809069,5336.0,6,0,1,0,0.0,0
7218,0.078695003,78,0,0.46338444,10500.0,9,0,2,0,0.0,0
123322,0.147637883,48,0,0.361011489,16450.0,16,0,7,0,4.0,0
119447,0.11938366,53,0,0.268210368,10666.0,18,0,1,0,4.0,0
25144,0.624497481,44,0,0.806008902,8087.0,10,0,2,0,2.0,0
16116,0.043860962,56,0,0.076153974,6000.0,8,0,1,0,0.0,0
114411,0.088142928,59,0,0.285113269,3089.0,11,0,1,0,0.0,0
29489,0.009958346,58,1,0.247929163,3500.0,8,0,1,0,0.0,0
27901,0.267997119,34,0,0.564833872,3400.0,10,0,1,0,0.0,0
76285,0.003666422,41,0,0.119542273,9000.0,3,0,1,0,0.0,0
58204,0.011760555,51,0,1882.0,,5,1,2,0,0.0,0
86394,0.834331337,63,0,0.444691319,6300.0,7,0,2,0,0.0,0
55746,0.290774077,37,0,0.852715761,3000.0,12,0,0,0,0.0,0
97374,0.025911463,35,0,21.0,,6,0,0,0,0.0,0
106222,0.279900008,47,0,0.140242988,20000.0,7,0,2,0,2.0,0
5583,0.317477953,45,2,0.069594035,7241.0,11,0,0,0,0.0,1
21240,0.003086822,58,0,0.572116275,5400.0,14,0,2,0,0.0,0
111588,0.231379916,36,0,0.384286203,5841.0,7,0,1,0,2.0,0
92177,1349.0,65,0,2784.0,,4,0,2,0,0.0,0
102356,0.587155129,61,1,0.432733302,4221.0,8,0,1,0,1.0,0
28928,0.965285193,62,0,0.3030721,7974.0,16,0,1,0,0.0,0
51069,0.047839751,61,0,0.023049942,5986.0,6,0,0,0,0.0,0
128957,0.445986243,31,0,0.212073697,2550.0,5,0,0,0,0.0,0
25098,0.724020543,64,0,0.293797865,25200.0,15,0,3,0,1.0,0
77667,0.006385634,80,0,0.002052622,5358.0,7,0,0,0,0.0,0
83829,0.700699162,45,0,0.255785478,8166.0,4,0,0,0,0.0,0
114708,0.001002683,49,0,0.363946634,25783.0,9,0,3,0,2.0,0
75343,0.167820415,72,0,0.120809899,4444.0,5,0,0,0,1.0,0
36011,0.014308831,61,0,0.274729116,2860.0,9,0,1,0,0.0,0
57110,0.441117764,54,0,1019.0,,3,0,0,0,0.0,1
26103,0.095581299,39,0,2902.0,,10,0,2,0,,0
48243,0.684422078,36,0,2.332425068,1100.0,16,0,1,0,2.0,1
19036,0.969206159,52,4,1.821305842,3200.0,13,1,2,1,0.0,1
43926,0.976892933,51,3,0.465896522,8136.0,8,0,2,0,0.0,1
76863,0.521540551,26,0,126.0,,3,0,0,0,0.0,0
126590,0.003326933,68,0,0.000666556,6000.0,3,0,0,0,0.0,0
6832,0.051347433,69,0,1637.0,,3,0,2,0,,0
22265,0.542326071,42,0,0.472984749,4589.0,5,0,1,0,1.0,0
6585,0.9999999,42,0,5.0,,1,3,0,0,0.0,0
75597,0.105965359,79,0,601.0,,15,0,1,0,,0
77259,0.236256166,48,0,0.124687587,3600.0,5,0,0,0,2.0,0
6654,0.9999999,40,0,65.0,,1,0,0,0,0.0,0
6702,0.40008938,43,1,0.161919831,3791.0,9,0,0,0,0.0,0
142138,0.013093592,53,0,0.321554117,5404.0,9,0,1,0,2.0,0
133431,0.02819812,88,0,12.0,,5,0,0,0,0.0,0
120965,0.005673998,64,0,0.613069371,6212.0,8,0,2,0,1.0,0
87731,0.058235299,64,0,0.206494588,1200.0,20,0,0,0,0.0,0
48542,0.646670666,30,0,0.136715821,4000.0,2,1,0,0,1.0,0
68600,0.036340736,74,0,0.016116352,5087.0,8,0,0,0,1.0,0
2183,0.922943923,46,0,828.0,,9,0,0,0,2.0,0
87344,0.26266989,68,0,0.141143543,2500.0,13,0,0,0,0.0,0
144999,0.018609819,60,0,0.890777306,4000.0,3,2,1,0,0.0,0
53467,0.040814383,58,0,0.19019049,6666.0,11,0,2,0,3.0,0
107175,0.904925085,43,3,0.677574302,3330.0,13,0,1,0,0.0,1
113110,0.513004056,71,0,0.854525264,1800.0,11,0,1,0,0.0,0
3611,0.043190141,71,0,1783.0,,10,0,1,0,1.0,0
50345,0.045177819,71,0,0.349883372,3000.0,5,0,1,0,0.0,0
66595,0.024757168,73,0,1174.0,,17,0,1,0,1.0,0
40611,0.038685082,52,0,1036.0,,4,0,1,0,,0
119366,0.05657597,48,0,0.275134601,9100.0,5,0,2,0,3.0,0
112791,0.025809567,90,0,49.0,,11,0,0,0,0.0,0
28972,1.011094718,44,1,0.361070129,10166.0,7,0,1,1,2.0,0
81780,0.21648409,39,0,1767.0,,12,0,0,0,0.0,0
143577,0.206193127,61,0,0.890722091,4666.0,8,0,2,0,2.0,0
40058,0.115939679,57,0,0.062737811,11300.0,7,0,0,0,2.0,0
11455,0.725643214,67,1,0.683797288,1400.0,13,0,0,0,0.0,0
47613,0.050840321,86,0,0.012383049,3633.0,5,0,0,0,0.0,0
137275,0.48256851,60,0,0.26552156,5588.0,8,0,1,0,0.0,0
47077,0.126045336,64,0,0.547924364,4600.0,10,0,2,0,0.0,0
147481,0.147656012,63,1,0.079407806,5200.0,18,0,0,0,0.0,0
144730,0.0,61,0,459.0,,5,0,0,0,0.0,0
147034,0.149589483,55,0,0.126218404,6052.0,16,0,0,0,0.0,0
68173,0.034571234,74,0,0.75976185,12932.0,15,0,4,0,0.0,0
147994,0.178524027,42,0,0.301891338,8300.0,7,0,1,0,0.0,0
78487,0.366263374,67,0,0.028337062,4022.0,6,0,0,0,0.0,0
8342,0.153667488,64,0,3225.0,,6,0,1,0,0.0,0
123249,0.970903522,42,0,0.830952889,4690.0,10,0,2,0,1.0,0
30660,0.040153962,58,0,0.104973894,10916.0,8,0,2,0,1.0,0
39761,0.045232787,62,0,0.412298387,1983.0,34,1,1,0,0.0,0
96911,0.001075795,53,0,0.269277846,2450.0,8,0,0,0,0.0,0
144661,0.685423949,61,0,0.333640978,6500.0,11,0,0,0,0.0,0
87228,0.700200925,52,1,0.385906598,6016.0,6,0,1,0,2.0,0
10038,0.265995218,31,0,0.220173821,3796.0,7,0,0,0,0.0,0
32148,0.714593817,26,0,0.145142476,6000.0,6,0,0,0,0.0,0
149604,0.084632771,48,0,1394.0,,5,0,1,0,0.0,0
43272,0.211545761,50,0,0.320163886,10250.0,6,0,1,0,0.0,0
107075,0.236418176,30,0,0.431602553,5796.0,9,0,1,0,1.0,0
146411,0.045247738,70,0,27.0,,3,0,0,0,0.0,0
101,0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0.0,0
80880,0.0,32,0,0.39307486,4100.0,9,0,2,0,2.0,0
76529,0.965406919,55,0,882.0,,3,0,0,0,0.0,0
136526,0.039884575,61,0,52.0,,7,0,0,0,0.0,0
71220,0.067109313,56,0,155.0,,9,0,0,0,,0
101953,0.411772856,68,0,0.876830775,5666.0,11,0,2,1,0.0,0
40525,0.00879824,50,0,0.37966538,3107.0,4,0,1,0,0.0,0
26920,0.00339983,25,0,0.634591961,820.0,9,0,0,0,0.0,0
32283,0.098142857,64,0,0.1482661,2825.0,6,0,0,0,0.0,0
566,0.732711215,29,0,0.338531127,8400.0,10,0,1,0,0.0,0
146964,0.002937217,73,0,0.131171146,14583.0,21,0,2,0,0.0,0
105574,0.024601574,61,0,0.236569403,7333.0,10,0,1,0,2.0,0
17780,0.086568778,35,0,0.558806059,6733.0,6,0,2,0,1.0,0
1796,0.978808477,47,1,0.428419088,3750.0,5,4,0,0,1.0,1
34438,1.000850883,54,1,2883.0,,12,0,1,0,0.0,0
34819,0.119996013,40,0,0.674811825,9166.0,8,0,3,0,1.0,0
50239,0.464306023,66,0,5217.0,,34,0,5,0,0.0,0
116546,0.080748869,37,0,0.200758332,5010.0,7,0,1,1,2.0,0
85217,0.007555531,63,0,35.0,,20,0,0,0,1.0,0
59272,0.290381636,46,0,1.357642358,1000.0,3,0,0,0,0.0,0
48438,0.192116323,56,1,1005.0,1.0,9,0,1,0,2.0,0
30183,0.051959557,64,0,1587.0,,11,0,1,0,0.0,0
144412,0.020955593,72,0,0.123875225,3333.0,10,0,0,0,0.0,0
62596,0.017117311,84,0,0.004516241,5756.0,5,0,0,0,0.0,0
144643,0.124013177,41,0,0.179025678,12500.0,10,0,2,1,2.0,0
77815,0.970397961,46,0,1970.0,,9,0,2,0,4.0,0
138810,0.171391198,49,0,0.495834722,3000.0,24,0,1,0,0.0,0
92525,0.107422314,79,0,0.027228249,4700.0,3,0,0,0,0.0,0
58821,0.021086969,49,0,0.332217013,10450.0,8,0,2,0,3.0,0
108394,0.9999999,73,0,0.0,11500.0,1,0,0,0,0.0,0
29806,0.030468763,55,1,0.451767357,7100.0,13,0,2,0,2.0,0
26041,0.059035623,36,0,0.47421638,5933.0,10,0,1,0,1.0,0
79744,0.280656876,54,0,0.2447904,12332.0,9,0,2,0,0.0,0
99047,0.022141276,34,0,0.003332099,2700.0,2,0,0,0,1.0,0
4072,0.528928668,62,0,0.894819193,5751.0,8,0,2,0,1.0,0
18796,0.221298496,67,0,1767.0,,18,0,1,0,0.0,0
21496,0.118344083,52,0,0.167255516,15000.0,5,0,1,0,4.0,0
136093,0.0,56,0,2488.0,,9,0,2,0,,0
134339,0.073238535,59,0,0.232980549,13983.0,10,0,1,0,1.0,0
76117,0.71347421,26,0,0.393838468,1200.0,3,0,0,0,0.0,0
69303,0.074229267,52,0,0.019753337,69000.0,10,0,1,0,1.0,0
32768,0.01444284,30,0,0.083453237,5559.0,5,0,0,0,0.0,0
136097,0.467195052,42,0,0.44431946,8000.0,11,0,1,0,1.0,0
26690,0.024022746,56,0,0.635227462,6000.0,9,0,2,0,2.0,0
66923,0.737576627,51,1,0.573030777,3833.0,9,0,1,0,0.0,0
37981,0.270988568,73,0,0.501381597,7237.0,9,0,2,0,0.0,0
20861,0.829867479,44,0,0.561775586,8109.0,7,0,1,0,2.0,0
128604,0.004423504,46,1,0.465566804,8000.0,11,0,4,0,2.0,0
65022,0.004161707,60,0,0.093221585,6800.0,9,0,1,0,1.0,0
138540,0.181215201,46,0,0.162200969,39000.0,10,0,1,0,1.0,0
146120,0.439209788,56,1,0.426906623,13557.0,14,0,2,0,3.0,0
87922,0.729457605,66,0,0.417762049,5933.0,7,0,1,0,0.0,0
13884,0.0,61,0,0.399928584,5600.0,5,0,3,0,0.0,0
91299,0.0,81,0,0.04739763,6666.0,6,0,1,0,0.0,0
36100,1.677740864,37,0,33.0,,1,1,0,1,2.0,1
95795,0.121142759,53,1,0.267473253,10000.0,12,0,1,0,1.0,0
39990,0.003723711,67,0,0.004553734,1097.0,8,0,0,0,0.0,0
14835,0.063552731,42,0,0.336793541,2600.0,7,0,1,0,0.0,0
126056,0.015851549,61,0,0.27712048,6000.0,11,0,1,0,1.0,0
66585,0.0,50,0,1524.0,,9,0,1,0,3.0,0
81414,0.023950051,42,0,881.0,0.0,6,0,0,0,1.0,0
118082,0.754642541,48,0,0.575899844,2555.0,8,0,2,0,0.0,0
108314,0.9999999,63,0,0.260434891,4000.0,8,0,1,0,1.0,0
44540,0.141987092,36,0,0.042435424,1083.0,3,0,0,0,0.0,0
66457,0.046522702,61,0,0.008141694,7000.0,12,0,0,0,0.0,0
132299,0.440457201,52,0,0.61043456,7800.0,16,0,4,0,1.0,0
8582,0.251517672,49,1,1.657791944,32000.0,12,0,0,0,5.0,0
89445,0.002557293,63,0,0.334266293,2500.0,7,0,0,0,0.0,0
68526,0.23121192,55,0,3126.0,,18,0,2,0,1.0,0
145928,0.018420083,59,0,0.142790481,15000.0,7,0,1,0,1.0,0
69622,0.006049457,57,0,2267.0,,10,0,2,0,0.0,0
56003,0.00559944,64,0,1.925925926,674.0,8,0,2,0,0.0,0
117380,0.014554361,84,0,21.0,,3,0,0,0,0.0,0
94547,0.010199854,67,0,0.009995002,2000.0,8,0,0,0,0.0,0
50223,0.031917087,71,0,0.013997201,5000.0,7,0,0,0,1.0,0
103549,0.084744407,67,1,0.628145387,2145.0,10,0,1,0,0.0,0
79553,0.9999999,27,98,0.0,,0,98,0,98,0.0,1
19460,0.724893983,54,0,0.645919478,4594.0,10,0,1,0,0.0,0
25140,0.092097244,48,0,0.204599425,8000.0,6,0,2,0,0.0,0
31528,0.017711682,78,0,0.010562052,2650.0,11,0,0,0,0.0,0
23390,0.729565591,55,0,1.260886028,2640.0,20,0,1,0,0.0,0
140173,0.9999999,53,1,0.05399061,3833.0,0,1,0,0,0.0,0
3332,0.0,74,0,2261.0,,7,0,1,0,0.0,0
134217,0.015739685,44,0,0.333485152,10977.0,9,0,1,0,3.0,0
49231,0.030816467,66,0,0.243344582,8000.0,10,0,1,0,1.0,0
45311,0.025389625,75,0,0.00497086,5833.0,4,0,0,0,0.0,0
101713,0.000390225,83,0,0.0,2024.0,5,0,0,0,0.0,0
37283,0.440191059,31,0,0.17003367,6533.0,5,0,1,0,3.0,0
142604,0.046367852,61,0,0.027358906,25000.0,11,0,0,0,0.0,0
122679,0.018543447,54,0,1434.0,,6,0,1,0,0.0,0
57031,0.992403039,22,0,0.029588165,2500.0,1,0,0,0,0.0,1
17239,0.849295184,36,0,0.437908497,8108.0,14,0,2,0,0.0,0
106697,0.667771474,27,0,0.274493002,3500.0,8,0,0,0,2.0,0
107329,0.906483102,78,0,0.136822773,4355.0,7,0,0,0,1.0,0
134698,0.936531734,36,1,0.163830716,4583.0,4,3,0,0,0.0,0
21475,0.09188863,41,0,0.177688125,5700.0,3,0,2,0,3.0,0
86278,0.062444732,37,0,0.008525418,3166.0,3,0,0,0,0.0,0
140784,0.987691862,55,0,1.160367926,5000.0,17,9,2,0,5.0,0
9727,0.297063072,58,0,0.222759822,5166.0,9,0,1,0,2.0,0
14397,0.9999999,54,0,0.35502563,4486.0,2,0,2,0,1.0,0
9481,0.041984488,54,0,0.246742329,4757.0,3,0,1,1,1.0,0
117546,0.12625538,78,0,0.00869913,10000.0,3,0,0,0,0.0,0
97952,0.628558096,45,0,0.321670097,3400.0,4,0,1,0,0.0,0
18785,0.9999999,46,1,2048.0,,5,0,2,1,1.0,0
125487,0.106303086,53,0,0.622212693,4663.0,7,0,2,0,0.0,0
28895,0.006840381,68,0,0.010889292,550.0,5,0,0,0,0.0,0
94321,0.014039438,77,0,63.0,,2,0,0,0,0.0,0
109901,0.769097454,59,0,0.80034647,2308.0,5,0,1,0,0.0,0
21730,0.451710083,65,0,0.558541267,4167.0,12,0,2,0,0.0,0
27680,0.02083555,64,0,0.214162162,9249.0,10,0,2,0,1.0,0
67228,0.150899002,60,1,0.1002999,3000.0,4,0,0,0,0.0,0
69921,0.310968191,54,0,2596.0,,9,0,1,0,0.0,0
76593,0.040191365,57,0,0.019996001,5000.0,11,0,0,0,2.0,0
76724,0.0,52,0,591.0,,13,0,1,0,0.0,0
67078,0.166403851,50,0,0.275974026,7083.0,18,0,1,0,0.0,0
48577,0.086992684,47,1,0.443601805,10416.0,9,0,2,0,2.0,0
36825,0.004260728,69,0,285.0,,11,0,1,0,0.0,0
94519,0.021330489,44,0,4.0,,1,0,0,0,0.0,0
114353,0.157406765,50,0,0.294474945,8560.0,9,0,2,0,2.0,0
96879,0.489441052,65,0,0.257541133,4375.0,9,0,1,0,0.0,0
109140,0.40929891,45,0,0.321954007,7000.0,11,0,2,0,3.0,0
34066,0.129125094,66,0,0.182171379,4632.0,18,0,0,0,0.0,0
102491,0.569821931,53,0,3.562283737,577.0,12,0,1,0,1.0,0
17369,0.753807694,43,0,0.23320192,11667.0,8,0,1,0,2.0,0
139498,0.986679353,30,0,0.148975171,6000.0,8,3,0,0,0.0,1
146148,0.011440882,77,0,1161.0,,8,0,1,0,1.0,0
89300,0.71505938,49,1,0.157471549,8083.0,7,0,0,0,2.0,0
148281,0.20367241,38,0,0.276107595,7583.0,17,0,2,0,0.0,0
9398,0.0,58,2,0.32906055,5928.0,10,0,2,0,0.0,0
118169,0.0,50,0,0.008671268,143000.0,4,0,1,0,1.0,0
11808,0.010141356,38,1,0.104342393,3200.0,6,0,0,0,1.0,0
125767,1.034360513,45,1,0.430228113,7846.0,12,0,2,1,2.0,1
97626,0.490254873,73,1,0.133688287,10329.0,6,0,1,0,0.0,0
119712,0.68634742,47,0,0.812540317,7750.0,10,0,4,0,3.0,0
58850,0.252948543,36,1,0.306716315,7250.0,8,0,1,0,0.0,0
94870,0.035298618,61,0,0.071976008,6001.0,8,0,2,0,1.0,0
4397,0.020481797,83,0,0.007451836,5501.0,7,0,0,0,0.0,0
17848,0.0,55,0,0.816721625,9400.0,8,0,2,0,0.0,0
96785,0.396478183,27,0,0.181049069,6500.0,10,0,0,0,0.0,0
63463,0.019974501,60,0,1828.0,0.0,9,0,1,0,0.0,0
112420,0.266560117,55,1,0.401072249,7833.0,9,0,2,0,0.0,0
70615,0.000222214,40,0,0.367661763,7000.0,5,0,1,0,0.0,0
